index,voted
434,1.4618066549301147
435,1.2658324241638184
436,1.6728856563568115
437,1.4779760837554932
438,1.3791098594665527
439,1.980704665184021
440,1.4901868104934692
441,1.3539652824401855
442,1.4014465808868408
443,1.4726734161376953
444,1.2829816341400146
445,1.2817420959472656
446,1.3249237537384033
447,1.4231358766555786
448,1.3258150815963745
449,1.7042208909988403
450,1.3246400356292725
451,1.4620457887649536
452,1.3207366466522217
453,1.4530165195465088
454,1.3206405639648438
455,1.2682936191558838
456,1.5187393426895142
457,1.834099531173706
458,1.5652196407318115
459,1.9922053813934326
460,1.3212242126464844
461,1.2166080474853516
462,1.994121789932251
463,1.5582321882247925
464,1.2867727279663086
465,1.3687664270401
466,1.3245941400527954
467,1.9034571647644043
468,1.4754180908203125
469,1.591200590133667
470,1.8510966300964355
471,1.7385218143463135
472,1.604783535003662
473,1.280022382736206
474,1.459132432937622
475,1.5794974565505981
476,1.4817880392074585
477,1.7796947956085205
478,1.8138943910598755
479,1.9923171997070312
480,1.2674736976623535
481,1.6537559032440186
482,1.3756978511810303
483,1.4633042812347412
484,1.9899859428405762
485,1.981697916984558
486,1.393824577331543
487,1.2507562637329102
488,1.3964025974273682
489,1.3310949802398682
490,1.5324152708053589
491,1.244023323059082
492,1.3235695362091064
493,1.4429717063903809
494,1.8322601318359375
495,1.466623067855835
496,1.401038646697998
497,1.7576446533203125
498,1.3234790563583374
499,1.4053922891616821
500,1.4328970909118652
501,1.7935653924942017
502,1.3441487550735474
503,1.4436798095703125
504,1.2073291540145874
505,1.4620797634124756
506,1.3748178482055664
507,1.3018234968185425
508,1.3394927978515625
509,1.7142410278320312
510,1.3719563484191895
511,1.563363790512085
512,1.489963412284851
513,1.4685368537902832
514,1.9279859066009521
515,1.4013571739196777
516,1.315258264541626
517,1.3596919775009155
518,1.239698052406311
519,1.7662792205810547
520,1.401519775390625
521,1.3956485986709595
522,1.8534369468688965
523,1.3224302530288696
524,1.1190390586853027
525,1.9162620306015015
526,1.957765817642212
527,1.7749743461608887
528,1.9729642868041992
529,1.7901874780654907
530,1.972967505455017
531,1.414894700050354
532,1.322021245956421
533,1.4814512729644775
534,1.308359146118164
535,1.2719676494598389
536,1.4205434322357178
537,1.420197606086731
538,1.3741979598999023
539,1.1725252866744995
540,1.4208252429962158
541,1.452598214149475
542,1.9837596416473389
543,1.2705670595169067
544,1.398047924041748
545,1.4378724098205566
546,1.9896893501281738
547,1.2530096769332886
548,1.8943562507629395
549,1.490004062652588
550,1.3332599401474
551,1.3242757320404053
552,1.134052038192749
553,1.8275786638259888
554,1.2863802909851074
555,1.280236840248108
556,1.3212578296661377
557,1.829930305480957
558,1.4288957118988037
559,1.6983340978622437
560,1.866257905960083
561,1.4573071002960205
562,1.4077695608139038
563,1.9648925065994263
564,1.4576761722564697
565,1.7058801651000977
566,1.366856336593628
567,1.4349141120910645
568,1.9685410261154175
569,1.3154702186584473
570,1.4201003313064575
571,1.8914735317230225
572,1.4196345806121826
573,1.7758339643478394
574,1.3324499130249023
575,1.8543338775634766
576,1.3316452503204346
577,1.4693467617034912
578,1.64291250705719
579,1.856896162033081
580,1.2952607870101929
581,1.8121024370193481
582,1.6525506973266602
583,1.3738361597061157
584,1.75996994972229
585,1.7556302547454834
586,1.2711584568023682
587,1.4558265209197998
588,1.4793400764465332
589,1.3393499851226807
590,1.7551054954528809
591,1.2340582609176636
592,1.4300405979156494
593,1.2119876146316528
594,1.3476088047027588
595,1.4174293279647827
596,1.3190793991088867
597,1.3579306602478027
598,1.6260170936584473
599,1.4846818447113037
600,1.4744004011154175
601,1.2817847728729248
602,1.9066221714019775
603,1.778120756149292
604,1.3280766010284424
605,1.3509846925735474
606,1.2771832942962646
607,1.2241288423538208
608,1.839555025100708
609,1.5794286727905273
610,1.373431921005249
611,1.4499754905700684
612,1.4054186344146729
613,1.4219216108322144
614,1.1649906635284424
615,1.2449538707733154
616,1.365220308303833
617,1.332647681236267
618,1.3886955976486206
619,1.6162917613983154
620,1.1740360260009766
621,1.4149746894836426
622,1.3401150703430176
623,1.3344156742095947
624,1.479766607284546
625,1.3469951152801514
626,1.509639024734497
627,1.7946834564208984
628,1.9872660636901855
629,1.9780728816986084
630,1.8630913496017456
631,1.382435917854309
632,1.8310940265655518
633,1.2928706407546997
634,1.50445556640625
635,1.8992878198623657
636,1.2116483449935913
637,1.4325904846191406
638,1.2287195920944214
639,1.5518255233764648
640,1.7427637577056885
641,1.4915670156478882
642,1.3098115921020508
643,1.4377654790878296
644,1.3669527769088745
645,1.4036368131637573
646,1.7828919887542725
647,1.7325820922851562
648,1.344436764717102
649,1.3858145475387573
650,1.9935883283615112
651,1.385338544845581
652,1.7559956312179565
653,1.318168044090271
654,1.3650801181793213
655,1.4904654026031494
656,1.3799302577972412
657,1.3253147602081299
658,1.967040777206421
659,1.7290836572647095
660,1.3496078252792358
661,1.7616007328033447
662,1.3923468589782715
663,1.6879138946533203
664,1.741114854812622
665,1.2672697305679321
666,1.607801914215088
667,1.3140332698822021
668,1.8840160369873047
669,1.3953883647918701
670,1.3066487312316895
671,1.4261095523834229
672,1.9714990854263306
673,1.9919708967208862
674,1.3864057064056396
675,1.2326841354370117
676,1.9707424640655518
677,1.2291157245635986
678,1.767340898513794
679,1.308328628540039
680,1.3723843097686768
681,1.9617893695831299
682,1.9959179162979126
683,1.5868301391601562
684,1.3426883220672607
685,1.6674768924713135
686,1.3319408893585205
687,1.5176559686660767
688,1.4303901195526123
689,1.357789397239685
690,1.286731243133545
691,1.5257158279418945
692,1.9883674383163452
693,1.558083176612854
694,1.3150430917739868
695,1.3937278985977173
696,1.99322509765625
697,1.3790905475616455
698,1.5093002319335938
699,1.2061223983764648
700,1.3224220275878906
701,1.3870383501052856
702,1.3485873937606812
703,1.360029935836792
704,1.9857829809188843
705,1.9893460273742676
706,1.719906210899353
707,1.9690017700195312
708,1.4874507188796997
709,1.50945246219635
710,1.9100806713104248
711,1.420857548713684
712,1.3538644313812256
713,1.2463675737380981
714,1.9751214981079102
715,1.861081838607788
716,1.3798034191131592
717,1.6442030668258667
718,1.418912410736084
719,1.2424811124801636
720,1.6365514993667603
721,1.9836878776550293
722,1.3754544258117676
723,1.969970464706421
724,1.3703142404556274
725,1.189905047416687
726,1.6599080562591553
727,1.9799487590789795
728,1.190798044204712
729,1.4589194059371948
730,1.8314437866210938
731,1.5933115482330322
732,1.9897469282150269
733,1.5280486345291138
734,1.3271665573120117
735,1.8985562324523926
736,1.9881479740142822
737,1.8170939683914185
738,1.7760837078094482
739,1.4130456447601318
740,1.3714008331298828
741,1.8188047409057617
742,1.9924683570861816
743,1.6871092319488525
744,1.8408315181732178
745,1.3458207845687866
746,1.3696731328964233
747,1.2610126733779907
748,1.2773306369781494
749,1.421354055404663
750,1.364970088005066
751,1.7249281406402588
752,1.3923852443695068
753,1.7342090606689453
754,1.2808489799499512
755,1.711767315864563
756,1.8199660778045654
757,1.346910834312439
758,1.7498109340667725
759,1.4071605205535889
760,1.3901293277740479
761,1.7940199375152588
762,1.3306801319122314
763,1.2744567394256592
764,1.7369428873062134
765,1.3115763664245605
766,1.9898121356964111
767,1.3232554197311401
768,1.8383289575576782
769,1.9051445722579956
770,1.3487169742584229
771,1.6400163173675537
772,1.986628770828247
773,1.7188677787780762
774,1.3038437366485596
775,1.3347744941711426
776,1.3464455604553223
777,1.2717523574829102
778,1.3505661487579346
779,1.611371636390686
780,1.79939603805542
781,1.6583397388458252
782,1.4003998041152954
783,1.5790679454803467
784,1.7929869890213013
785,1.3671822547912598
786,1.3359451293945312
787,1.2548840045928955
788,1.2693274021148682
789,1.2471928596496582
790,1.2841179370880127
791,1.3942642211914062
792,1.4639701843261719
793,1.4804327487945557
794,1.7984941005706787
795,1.4823158979415894
796,1.3073354959487915
797,1.7438640594482422
798,1.2964614629745483
799,1.3132275342941284
800,1.9617761373519897
801,1.6828179359436035
802,1.8223975896835327
803,1.822505235671997
804,1.3957698345184326
805,1.329724907875061
806,1.385146141052246
807,1.320641279220581
808,1.3742395639419556
809,1.4431846141815186
810,1.8882904052734375
811,1.3692479133605957
812,1.3288936614990234
813,1.4523684978485107
814,1.9896944761276245
815,1.1854138374328613
816,1.4864826202392578
817,1.7743052244186401
818,1.3903197050094604
819,1.8471381664276123
820,1.3599908351898193
821,1.993316411972046
822,1.4068355560302734
823,1.1939537525177002
824,1.9917161464691162
825,1.3851866722106934
826,1.4088292121887207
827,1.622107744216919
828,1.6921097040176392
829,1.7150378227233887
830,1.2461986541748047
831,1.5475037097930908
832,1.795117974281311
833,1.176230788230896
834,1.3587727546691895
835,1.8983248472213745
836,1.256173849105835
837,1.1272449493408203
838,1.1919234991073608
839,1.3736271858215332
840,1.453482747077942
841,1.2319331169128418
842,1.8560550212860107
843,1.8342394828796387
844,1.3764342069625854
845,1.353783369064331
846,1.5774654150009155
847,1.3804484605789185
848,1.8273160457611084
849,1.181355595588684
850,1.4704326391220093
851,1.4526786804199219
852,1.7893526554107666
853,1.5661801099777222
854,1.2488888502120972
855,1.9846792221069336
856,1.5656739473342896
857,1.449338436126709
858,1.3741395473480225
859,1.329422950744629
860,1.8100855350494385
861,1.4114561080932617
862,1.385699987411499
863,1.3528852462768555
864,1.4791899919509888
865,1.818368673324585
866,1.3599003553390503
867,1.231497883796692
868,1.2765240669250488
869,1.2488811016082764
870,1.270233392715454
871,1.414306640625
872,1.3074347972869873
873,1.6682236194610596
874,1.370025396347046
875,1.4948841333389282
876,1.3227978944778442
877,1.344112753868103
878,1.234803318977356
879,1.5342602729797363
880,1.6499204635620117
881,1.5034966468811035
882,1.7558152675628662
883,1.9885293245315552
884,1.4057297706604004
885,1.5041396617889404
886,1.3806703090667725
887,1.5666754245758057
888,1.3809611797332764
889,1.47800874710083
890,1.6106330156326294
891,1.6688166856765747
892,1.2994961738586426
893,1.3304822444915771
894,1.3896899223327637
895,1.3435804843902588
896,1.4175206422805786
897,1.9937467575073242
898,1.9894391298294067
899,1.8330109119415283
900,1.901727318763733
901,1.6069031953811646
902,1.3620398044586182
903,1.4180359840393066
904,1.4021153450012207
905,1.2840521335601807
906,1.3593275547027588
907,1.287794589996338
908,1.3454692363739014
909,1.8134745359420776
910,1.3645224571228027
911,1.3765628337860107
912,1.4220232963562012
913,1.3066582679748535
914,1.329176902770996
915,1.255445957183838
916,1.7824206352233887
917,1.7186150550842285
918,1.3600778579711914
919,1.4426329135894775
920,1.2393605709075928
921,1.2230606079101562
922,1.3080388307571411
923,1.9747645854949951
924,1.4756040573120117
925,1.3615851402282715
926,1.876517415046692
927,1.2727839946746826
928,1.9759185314178467
929,1.1937803030014038
930,1.4243154525756836
931,1.5241808891296387
932,1.7610909938812256
933,1.9606502056121826
934,1.3036963939666748
935,1.4265944957733154
936,1.272302269935608
937,1.860473394393921
938,1.8962416648864746
939,1.3344635963439941
940,1.4872347116470337
941,1.180709958076477
942,1.396639347076416
943,1.259946346282959
944,1.341477870941162
945,1.9988811016082764
946,1.3628933429718018
947,1.8132495880126953
948,1.3176426887512207
949,1.3681353330612183
950,1.5022649765014648
951,1.315435767173767
952,1.4337491989135742
953,1.406406044960022
954,1.2710028886795044
955,1.3309458494186401
956,1.3183245658874512
957,1.2245817184448242
958,1.847632646560669
959,1.4754606485366821
960,1.5151805877685547
961,1.268050193786621
962,1.3911676406860352
963,1.2542372941970825
964,1.2490313053131104
965,1.959341287612915
966,1.1823855638504028
967,1.4364711046218872
968,1.8430430889129639
969,1.3879719972610474
970,1.4242472648620605
971,1.331488847732544
972,1.4277074337005615
973,1.4728789329528809
974,1.469604730606079
975,1.440195083618164
976,1.4252758026123047
977,1.9905734062194824
978,1.4306966066360474
979,1.3199087381362915
980,1.9760297536849976
981,1.3559486865997314
982,1.9718902111053467
983,1.3466367721557617
984,1.581838607788086
985,1.987175464630127
986,1.7197880744934082
987,1.7476643323898315
988,1.3719124794006348
989,1.3524444103240967
990,1.3606661558151245
991,1.4098210334777832
992,1.7821671962738037
993,1.3726768493652344
994,1.5254430770874023
995,1.3057138919830322
996,1.5168094635009766
997,1.2670352458953857
998,1.5635673999786377
999,1.227160096168518
1000,1.3103643655776978
1001,1.3912558555603027
1002,1.4526114463806152
1003,1.227623701095581
1004,1.8203901052474976
1005,1.5503404140472412
1006,1.2310445308685303
1007,1.5629658699035645
1008,1.4780210256576538
1009,1.2905478477478027
1010,1.3448686599731445
1011,1.4618749618530273
1012,1.463486909866333
1013,1.407671332359314
1014,1.9314849376678467
1015,1.5692652463912964
1016,1.9887912273406982
1017,1.3052221536636353
1018,1.381420373916626
1019,1.2491487264633179
1020,1.5269361734390259
1021,1.7452571392059326
1022,1.551565408706665
1023,1.380439281463623
1024,1.4170100688934326
1025,1.2676634788513184
1026,1.372376561164856
1027,1.3189125061035156
1028,1.335636854171753
1029,1.2896032333374023
1030,1.8313021659851074
1031,1.9925023317337036
1032,1.8701229095458984
1033,1.2900925874710083
1034,1.3850252628326416
1035,1.778465986251831
1036,1.4787395000457764
1037,1.342322587966919
1038,1.4439184665679932
1039,1.9665180444717407
1040,1.4430243968963623
1041,1.2926440238952637
1042,1.3245031833648682
1043,1.4046664237976074
1044,1.9674042463302612
1045,1.2845497131347656
1046,1.292546272277832
1047,1.684524655342102
1048,1.2893997430801392
1049,1.3212112188339233
1050,1.830723524093628
1051,1.5921144485473633
1052,1.3660519123077393
1053,1.4288136959075928
1054,1.610170841217041
1055,1.266778826713562
1056,1.7286508083343506
1057,1.6152924299240112
1058,1.2602565288543701
1059,1.2650387287139893
1060,1.3125076293945312
1061,1.3399114608764648
1062,1.2602357864379883
1063,1.3787412643432617
1064,1.4394192695617676
1065,1.4041014909744263
1066,1.8580822944641113
1067,1.3047436475753784
1068,1.2372208833694458
1069,1.404132604598999
1070,1.372956395149231
1071,1.824916958808899
1072,1.329298973083496
1073,1.3429672718048096
1074,1.809541940689087
1075,1.2721011638641357
1076,1.4118058681488037
1077,1.9884212017059326
1078,1.3828166723251343
1079,1.7574747800827026
1080,1.9774754047393799
1081,1.2029646635055542
1082,1.3327142000198364
1083,1.9887192249298096
1084,1.1827268600463867
1085,1.390936255455017
1086,1.3976387977600098
1087,1.5792856216430664
1088,1.5437710285186768
1089,1.9024708271026611
1090,1.42919921875
1091,1.3847854137420654
1092,1.5380010604858398
1093,1.2743462324142456
1094,1.1354460716247559
1095,1.2233647108078003
1096,1.7110916376113892
1097,1.9849119186401367
1098,1.9944443702697754
1099,1.50739324092865
1100,1.3615357875823975
1101,1.3998788595199585
1102,1.484045147895813
1103,1.99105703830719
1104,1.4251399040222168
1105,1.5492432117462158
1106,1.2635693550109863
1107,1.4847755432128906
1108,1.630598783493042
1109,1.464977502822876
1110,1.4329044818878174
1111,1.3975647687911987
1112,1.2416539192199707
1113,1.4130783081054688
1114,1.9723701477050781
1115,1.7862204313278198
1116,1.8091139793395996
1117,1.3720289468765259
1118,1.7102429866790771
1119,1.3114968538284302
1120,1.3611761331558228
1121,1.5734038352966309
1122,1.4322272539138794
1123,1.8296737670898438
1124,1.8106238842010498
1125,1.5075652599334717
1126,1.7459229230880737
1127,1.9180784225463867
1128,1.2866765260696411
1129,1.3548805713653564
1130,1.4849339723587036
1131,1.5526270866394043
1132,1.3623203039169312
1133,1.4459073543548584
1134,1.3640440702438354
1135,1.8736684322357178
1136,1.3038341999053955
1137,1.2047103643417358
1138,1.707816481590271
1139,1.3942509889602661
1140,1.828144907951355
1141,1.8916141986846924
1142,1.4461091756820679
1143,1.4178712368011475
1144,1.3096263408660889
1145,1.3649643659591675
1146,1.4761477708816528
1147,1.3700499534606934
1148,1.4772378206253052
1149,1.8494596481323242
1150,1.3179603815078735
1151,1.6996653079986572
1152,1.264277458190918
1153,1.8299438953399658
1154,1.3459891080856323
1155,1.3041785955429077
1156,1.1736029386520386
1157,1.3226289749145508
1158,1.3085107803344727
1159,1.380866289138794
1160,1.9825620651245117
1161,1.2217748165130615
1162,1.4058494567871094
1163,1.2859666347503662
1164,1.4368922710418701
1165,1.2405425310134888
1166,1.2496625185012817
1167,1.2357349395751953
1168,1.4789040088653564
1169,1.9702954292297363
1170,1.464487075805664
1171,1.6494284868240356
1172,1.3796181678771973
1173,1.98928964138031
1174,1.4068541526794434
1175,1.2533488273620605
1176,1.7844021320343018
1177,1.8111851215362549
1178,1.2990920543670654
1179,1.75376558303833
1180,1.408341884613037
1181,1.9303035736083984
1182,1.315425992012024
1183,1.3391237258911133
1184,1.3371236324310303
1185,1.3797417879104614
1186,1.2095428705215454
1187,1.991780161857605
1188,1.8844656944274902
1189,1.630906105041504
1190,1.3858156204223633
1191,1.389098882675171
1192,1.883731484413147
1193,1.4515990018844604
1194,1.3705766201019287
1195,1.8109676837921143
1196,1.3075003623962402
1197,1.3956220149993896
1198,1.6248939037322998
1199,1.3596150875091553
1200,1.3483970165252686
1201,1.9799435138702393
1202,1.502913475036621
1203,1.613938570022583
1204,1.3587082624435425
1205,1.294806957244873
1206,1.8765065670013428
1207,1.8797121047973633
1208,1.3186161518096924
1209,1.974374532699585
1210,1.3975743055343628
1211,1.385814905166626
1212,1.814255952835083
1213,1.5473172664642334
1214,1.5372531414031982
1215,1.2938940525054932
1216,1.422934651374817
1217,1.2079856395721436
1218,1.2785122394561768
1219,1.6920044422149658
1220,1.7025933265686035
1221,1.9935989379882812
1222,1.3124159574508667
1223,1.4137691259384155
1224,1.5839579105377197
1225,1.6229922771453857
1226,1.364135980606079
1227,1.3104628324508667
1228,1.3369262218475342
1229,1.3403916358947754
1230,1.3344712257385254
1231,1.6225889921188354
1232,1.2795512676239014
1233,1.7300238609313965
1234,1.5702265501022339
1235,1.2607510089874268
1236,1.4185707569122314
1237,1.292756199836731
1238,1.7096890211105347
1239,1.2948668003082275
1240,1.3363081216812134
1241,1.240759253501892
1242,1.2160056829452515
1243,1.1838159561157227
1244,1.4726866483688354
1245,1.504865288734436
1246,1.9664278030395508
1247,1.2891261577606201
1248,1.3889133930206299
1249,1.8200726509094238
1250,1.4063504934310913
1251,1.8769221305847168
1252,1.4404678344726562
1253,1.849692463874817
1254,1.357906699180603
1255,1.7095725536346436
1256,1.7290022373199463
1257,1.944888710975647
1258,1.2837655544281006
1259,1.2469196319580078
1260,1.794252634048462
1261,1.994861364364624
1262,1.5559310913085938
1263,1.3269245624542236
1264,1.6529574394226074
1265,1.1651372909545898
1266,1.744580864906311
1267,1.4314213991165161
1268,1.9894838333129883
1269,1.270383596420288
1270,1.3126327991485596
